P1 Avg. Speak,P2 Avg. Speak,P1 Avg. Rank,P2 Avg. Rank,P1 W:L,P2 W:L,P3 Avg. Speak,P4 Avg. Speak,P3 Avg. Rank,P4 Avg. Rank,P3 W:L,P4 W:L,Winner G/O
28.3,30.0,3.1,1.8,2.33,2.33,25.21,25.5,2.79,2.96,0.27,0.5,O
28.3,30.0,3.1,1.8,2.33,2.33,29.47,28.13,1.97,3.07,1.31,1.5,G
28.3,30.0,3.1,1.8,2.33,2.33,28.78,29.64,2.44,2.21,1.25,1.33,O
27.6,27.95,2.53,2.58,1.14,1.71,28.29,26.6,2.43,3.4,1.0,0.67,G
27.6,27.95,2.53,2.58,1.14,1.71,29.8,29.07,1.7,2.37,2.33,1.14,O
29.15,28.2,2.35,2.6,0.82,1.5,27.4,25.4,2.8,3.8,0.5,0.25,G
29.15,28.2,2.35,2.6,0.82,1.5,28.0,28.0,3.4,2.67,0.25,0.67,G
29.15,28.2,2.35,2.6,0.82,1.5,28.29,26.6,2.43,3.4,1.0,0.67,G
29.37,28.0,2.32,3.0,2.17,0.67,28.71,25.8,2.21,3.7,1.33,0.43,O
29.37,28.0,2.32,3.0,2.17,0.67,29.15,28.2,2.35,2.6,0.82,1.5,G
28.29,26.6,2.43,3.4,1.0,0.67,29.13,29.3,2.13,2.2,2.0,2.33,G
28.29,26.6,2.43,3.4,1.0,0.67,27.0,27.95,2.71,2.63,0.4,0.46,O
29.0,29.0,2.42,3.0,0.5,0.5,27.0,27.95,2.71,2.63,0.4,0.46,G
30.07,28.98,2.02,2.38,1.69,1.35,29.6,30.05,1.8,1.75,0.67,1.86,G
30.07,28.98,2.02,2.38,1.69,1.35,28.78,29.64,2.44,2.21,1.25,1.33,O
30.07,28.98,2.02,2.38,1.69,1.35,27.4,25.4,2.8,3.8,0.5,0.25,G
29.56,28.6,1.89,3.0,1.25,0.67,25.83,25.59,2.83,2.86,0.5,0.38,G
29.56,28.6,1.89,3.0,1.25,0.67,28.0,28.0,3.4,2.67,0.25,0.67,G
29.48,30.2,2.2,1.9,2.57,2.33,28.0,28.0,3.4,2.67,0.25,0.67,O
29.48,30.2,2.2,1.9,2.57,2.33,28.3,30.0,3.1,1.8,2.33,2.33,G
29.48,30.2,2.2,1.9,2.57,2.33,28.71,25.8,2.21,3.7,1.33,0.43,O
31.02,32.24,2.62,1.24,5.67,6.5,30.6,30.26,1.67,1.74,1.5,2.8,O
31.02,32.24,2.62,1.24,5.67,6.5,29.37,28.0,2.32,3.0,2.17,0.67,O
31.02,32.24,2.62,1.24,5.67,6.5,31.0,30.57,1.86,2.24,2.5,2.38,G
31.02,32.24,2.62,1.24,5.67,6.5,30.53,29.9,2.11,2.6,1.71,2.33,G
31.02,32.24,2.62,1.24,5.67,6.5,29.56,30.86,2.38,1.61,1.0,2.5,O
28.78,29.64,2.44,2.21,1.25,1.33,29.0,29.0,2.42,3.0,0.5,0.5,G
28.78,29.64,2.44,2.21,1.25,1.33,28.71,25.8,2.21,3.7,1.33,0.43,O
30.8,31.63,2.0,1.7,4.0,14.0,29.56,28.6,1.89,3.0,1.25,0.67,G
30.8,31.63,2.0,1.7,4.0,14.0,28.13,27.3,2.27,3.1,1.14,1.0,O
30.8,31.63,2.0,1.7,4.0,14.0,31.0,30.57,1.86,2.24,2.5,2.38,O
29.47,28.13,1.97,3.07,1.31,1.5,27.4,25.4,2.8,3.8,0.5,0.25,G
29.47,28.13,1.97,3.07,1.31,1.5,25.21,25.5,2.79,2.96,0.27,0.5,G
27.4,25.4,2.8,3.8,0.5,0.25,29.56,28.6,1.89,3.0,1.25,0.67,G
29.56,30.86,2.38,1.61,1.0,2.5,27.0,27.95,2.71,2.63,0.4,0.46,G
29.56,30.86,2.38,1.61,1.0,2.5,29.3,31.12,2.4,1.76,1.5,4.0,O
29.56,30.86,2.38,1.61,1.0,2.5,27.6,27.95,2.53,2.58,1.14,1.71,G
29.56,30.86,2.38,1.61,1.0,2.5,30.8,31.63,2.0,1.7,4.0,14.0,O
28.0,28.0,3.4,2.67,0.25,0.67,25.21,25.5,2.79,2.96,0.27,0.5,G
25.83,25.59,2.83,2.86,0.5,0.38,27.33,27.4,3.47,2.85,0.36,0.33,O
27.6,28.0,2.4,2.6,0.67,0.67,26.15,24.75,2.62,4.0,0.18,0.0,O
27.6,28.0,2.4,2.6,0.67,0.67,25.5,27.4,2.96,2.8,0.5,0.5,G
28.5,28.8,2.3,2.0,1.5,0.67,24.0,26.7,3.33,3.1,0.09,0.43,O
28.5,28.8,2.3,2.0,1.5,0.67,28.8,27.8,2.0,3.2,0.67,0.67,O
30.13,30.69,1.79,1.78,3.88,6.5,28.6,29.1,2.4,2.0,4.0,1.5,G
30.13,30.69,1.79,1.78,3.88,6.5,29.0,29.41,2.8,1.97,1.5,1.9,G
30.13,30.69,1.79,1.78,3.88,6.5,25.8,25.0,2.6,3.6,0.25,0.25,O
30.13,30.69,1.79,1.78,3.88,6.5,28.79,30.05,2.07,1.75,2.22,1.86,G
30.2,29.2,1.8,2.8,1.5,1.5,28.8,27.8,2.0,3.2,0.67,0.67,G
30.2,29.2,1.8,2.8,1.5,1.5,22.2,21.8,2.4,3.0,0.67,0.67,O
30.2,29.2,1.8,2.8,1.5,1.5,27.2,27.4,3.2,2.6,0.67,0.67,G
29.4,28.17,2.27,2.8,1.14,1.0,25.65,25.33,2.65,3.5,0.21,0.0,G
29.4,28.17,2.27,2.8,1.14,1.0,29.0,29.41,2.8,1.97,1.5,1.9,O
29.4,28.17,2.27,2.8,1.14,1.0,29.2,28.3,1.97,2.5,1.73,1.5,O
29.77,30.94,1.82,1.61,3.0,5.2,26.6,26.8,2.8,2.6,0.67,0.67,O
29.77,30.94,1.82,1.61,3.0,5.2,26.43,27.36,2.86,2.5,0.56,0.56,G
29.77,30.94,1.82,1.61,3.0,5.2,29.4,28.37,1.92,2.33,2.57,1.5,O
29.77,30.94,1.82,1.61,3.0,5.2,29.95,28.98,2.0,2.38,1.44,1.35,G
31.12,31.22,1.76,1.39,4.0,6.71,26.68,27.58,3.28,2.62,0.56,1.0,G
31.12,31.22,1.76,1.39,4.0,6.71,28.0,27.0,2.0,3.08,0.67,1.17,O
31.12,31.22,1.76,1.39,4.0,6.71,28.04,28.2,2.0,2.4,0.92,1.5,G
31.12,31.22,1.76,1.39,4.0,6.71,22.2,21.8,2.4,3.0,0.67,0.67,O
31.12,31.22,1.76,1.39,4.0,6.71,31.02,32.24,2.62,1.24,5.67,6.5,G
26.6,26.8,2.8,2.6,0.67,0.67,27.0,27.6,2.8,2.6,0.67,0.67,O
26.6,26.8,2.8,2.6,0.67,0.67,26.61,25.33,3.04,3.2,0.75,0.36,O
27.31,24.67,3.23,2.78,0.18,0.12,25.65,25.33,2.65,3.5,0.21,0.0,G
25.8,25.0,2.6,3.6,0.25,0.25,28.8,27.8,2.0,3.2,0.67,0.67,O
26.8,27.4,3.1,2.3,0.43,0.43,26.61,25.33,3.04,3.2,0.75,0.36,G
24.0,26.7,3.33,3.1,0.09,0.43,26.68,27.58,3.28,2.62,0.56,1.0,O
28.04,28.2,2.0,2.4,0.92,1.5,29.73,28.23,1.8,2.67,1.14,1.0,O
28.04,28.2,2.0,2.4,0.92,1.5,29.55,29.59,1.83,2.24,1.64,1.83,G
28.04,28.2,2.0,2.4,0.92,1.5,29.2,28.3,1.97,2.5,1.73,1.5,G
29.0,29.78,2.25,2.0,1.22,2.0,27.58,28.4,2.92,2.8,0.6,0.0,G
29.0,29.78,2.25,2.0,1.22,2.0,26.8,27.4,3.1,2.3,0.43,0.43,G
29.0,29.78,2.25,2.0,1.22,2.0,27.6,28.73,3.04,2.8,0.56,1.14,O
29.47,28.5,2.12,2.9,1.29,1.5,26.8,27.4,3.1,2.3,0.43,0.43,O
29.47,28.5,2.12,2.9,1.29,1.5,28.0,27.0,2.0,3.08,0.67,1.17,G
29.47,28.5,2.12,2.9,1.29,1.5,29.89,28.55,2.11,2.35,1.11,0.67,G
28.67,27.33,2.5,2.67,0.8,0.2,28.8,28.86,2.7,2.64,1.0,1.0,O
30.2,29.8,1.9,2.2,2.33,1.5,29.3,29.0,2.4,2.6,1.5,1.5,G
30.2,29.8,1.9,2.2,2.33,1.5,29.0,29.78,2.25,2.0,1.22,2.0,O
30.2,29.8,1.9,2.2,2.33,1.5,29.89,28.55,2.11,2.35,1.11,0.67,G
31.0,30.57,1.86,2.24,2.5,2.38,29.73,28.23,1.8,2.67,1.14,1.0,G
31.0,30.57,1.86,2.24,2.5,2.38,25.8,25.0,2.6,3.6,0.25,0.25,O
31.0,30.57,1.86,2.24,2.5,2.38,26.43,27.36,2.86,2.5,0.56,0.56,O
26.68,27.58,3.28,2.62,0.56,1.0,27.58,28.4,2.92,2.8,0.6,0.0,O
29.95,28.98,2.0,2.38,1.44,1.35,27.0,27.6,2.8,2.6,0.67,0.67,G
29.95,28.98,2.0,2.38,1.44,1.35,26.8,24.2,2.3,2.2,1.5,0.67,G
29.95,28.98,2.0,2.38,1.44,1.35,30.2,29.2,1.8,2.8,1.5,1.5,O
26.43,27.36,2.86,2.5,0.56,0.56,28.79,30.05,2.07,1.75,2.22,1.86,G
26.43,27.36,2.86,2.5,0.56,0.56,28.5,28.8,2.3,2.0,1.5,0.67,O
29.07,30.86,2.37,1.61,1.14,2.5,25.8,25.0,2.6,3.6,0.25,0.25,G
29.07,30.86,2.37,1.61,1.14,2.5,26.8,27.4,3.1,2.3,0.43,0.43,G
29.07,30.86,2.37,1.61,1.14,2.5,28.5,28.8,2.3,2.0,1.5,0.67,G
29.89,28.55,2.11,2.35,1.11,0.67,28.4,25.6,2.8,3.8,0.67,0.67,O
29.89,28.55,2.11,2.35,1.11,0.67,28.32,28.38,2.33,1.85,0.9,1.6,G
31.63,30.9,1.7,1.82,14.0,5.25,30.26,30.1,1.74,2.1,2.8,2.33,G
31.63,30.9,1.7,1.82,14.0,5.25,25.5,27.4,2.96,2.8,0.5,0.5,O
31.63,30.9,1.7,1.82,14.0,5.25,28.2,28.79,2.8,2.29,0.67,1.0,O
31.63,30.9,1.7,1.82,14.0,5.25,29.47,30.22,1.97,2.44,1.31,3.5,G
31.63,30.9,1.7,1.82,14.0,5.25,29.77,30.94,1.82,1.61,3.0,5.2,G
28.0,27.0,2.0,3.08,0.67,1.17,27.6,28.0,2.4,2.6,0.67,0.67,O
28.0,27.0,2.0,3.08,0.67,1.17,26.11,25.0,3.11,3.6,0.29,0.25,G
29.48,30.07,2.2,2.02,2.57,1.69,24.0,26.7,3.33,3.1,0.09,0.43,O
29.48,30.07,2.2,2.02,2.57,1.69,28.67,27.33,2.5,2.67,0.8,0.2,G
29.48,30.07,2.2,2.02,2.57,1.69,28.22,29.43,2.11,2.0,2.0,1.8,O
29.48,30.07,2.2,2.02,2.57,1.69,31.0,30.57,1.86,2.24,2.5,2.38,O
26.61,25.33,3.04,3.2,0.75,0.36,27.58,28.4,2.92,2.8,0.6,0.0,G
29.26,25.44,2.0,2.32,1.27,0.48,27.58,28.4,2.92,2.8,0.6,0.0,O
29.26,25.44,2.0,2.32,1.27,0.48,28.4,25.6,2.8,3.8,0.67,0.67,G
27.0,27.6,2.8,2.6,0.67,0.67,25.65,25.33,2.65,3.5,0.21,0.0,O
27.0,27.6,2.8,2.6,0.67,0.67,26.8,27.4,3.1,2.3,0.43,0.43,G
28.6,29.1,2.4,2.0,4.0,1.5,26.68,27.58,3.28,2.62,0.56,1.0,G
28.6,29.1,2.4,2.0,4.0,1.5,25.5,27.4,2.96,2.8,0.5,0.5,O
28.6,29.1,2.4,2.0,4.0,1.5,28.2,28.79,2.8,2.29,0.67,1.0,G
28.6,29.1,2.4,2.0,4.0,1.5,30.2,29.8,1.9,2.2,2.33,1.5,G
27.6,28.73,3.04,2.8,0.56,1.14,26.15,24.75,2.62,4.0,0.18,0.0,G
27.6,28.73,3.04,2.8,0.56,1.14,28.0,27.0,2.0,3.08,0.67,1.17,O
29.3,29.0,2.4,2.6,1.5,1.5,26.11,25.0,3.11,3.6,0.29,0.25,G
29.3,29.0,2.4,2.6,1.5,1.5,27.31,24.67,3.23,2.78,0.18,0.12,G
29.3,29.0,2.4,2.6,1.5,1.5,28.32,28.38,2.33,1.85,0.9,1.6,O
31.62,30.0,1.42,2.41,3.0,1.9,29.26,25.44,2.0,2.32,1.27,0.48,G
31.62,30.0,1.42,2.41,3.0,1.9,29.47,28.5,2.12,2.9,1.29,1.5,O
31.62,30.0,1.42,2.41,3.0,1.9,28.22,29.43,2.11,2.0,2.0,1.8,G
31.62,30.0,1.42,2.41,3.0,1.9,29.4,28.17,2.27,2.8,1.14,1.0,G
28.2,28.79,2.8,2.29,0.67,1.0,28.67,27.33,2.5,2.67,0.8,0.2,O
28.2,28.79,2.8,2.29,0.67,1.0,27.6,28.73,3.04,2.8,0.56,1.14,G
26.8,24.2,2.3,2.2,1.5,0.67,31.0,30.57,1.86,2.24,2.5,2.38,G
26.8,24.2,2.3,2.2,1.5,0.67,28.04,28.2,2.0,2.4,0.92,1.5,O
29.55,29.59,1.83,2.24,1.64,1.83,28.8,28.86,2.7,2.64,1.0,1.0,O
29.55,29.59,1.83,2.24,1.64,1.83,29.3,29.0,2.4,2.6,1.5,1.5,G
29.55,29.59,1.83,2.24,1.64,1.83,29.07,30.86,2.37,1.61,1.14,2.5,G
28.4,25.6,2.8,3.8,0.67,0.67,26.6,26.8,2.8,2.6,0.67,0.67,O
28.4,25.6,2.8,3.8,0.67,0.67,24.0,26.7,3.33,3.1,0.09,0.43,G
27.2,27.4,3.2,2.6,0.67,0.67,29.26,25.44,2.0,2.32,1.27,0.48,G
27.2,27.4,3.2,2.6,0.67,0.67,29.0,29.78,2.25,2.0,1.22,2.0,G
28.8,27.8,2.0,3.2,0.67,0.67,26.15,24.75,2.62,4.0,0.18,0.0,O
28.8,27.8,2.0,3.2,0.67,0.67,27.31,24.67,3.23,2.78,0.18,0.12,O
26.11,25.0,3.11,3.6,0.29,0.25,28.8,28.86,2.7,2.64,1.0,1.0,G
30.26,30.1,1.74,2.1,2.8,2.33,27.0,27.6,2.8,2.6,0.67,0.67,O
30.26,30.1,1.74,2.1,2.8,2.33,28.4,25.6,2.8,3.8,0.67,0.67,G
30.26,30.1,1.74,2.1,2.8,2.33,27.2,27.4,3.2,2.6,0.67,0.67,G
30.26,30.1,1.74,2.1,2.8,2.33,29.95,28.98,2.0,2.38,1.44,1.35,G
28.79,30.05,2.07,1.75,2.22,1.86,27.58,28.4,2.92,2.8,0.6,0.0,G
28.79,30.05,2.07,1.75,2.22,1.86,29.47,28.5,2.12,2.9,1.29,1.5,G
28.79,30.05,2.07,1.75,2.22,1.86,30.2,29.2,1.8,2.8,1.5,1.5,G
29.0,29.41,2.8,1.97,1.5,1.9,28.32,28.38,2.33,1.85,0.9,1.6,G
29.0,29.41,2.8,1.97,1.5,1.9,26.6,26.8,2.8,2.6,0.67,0.67,O
29.0,29.41,2.8,1.97,1.5,1.9,27.6,28.0,2.4,2.6,0.67,0.67,G
28.8,28.86,2.7,2.64,1.0,1.0,26.68,27.58,3.28,2.62,0.56,1.0,O
28.8,28.86,2.7,2.64,1.0,1.0,26.15,24.75,2.62,4.0,0.18,0.0,G
29.4,28.37,1.92,2.33,2.57,1.5,29.4,28.17,2.27,2.8,1.14,1.0,O
29.4,28.37,1.92,2.33,2.57,1.5,29.07,30.86,2.37,1.61,1.14,2.5,G
29.4,28.37,1.92,2.33,2.57,1.5,27.6,28.73,3.04,2.8,0.56,1.14,O
29.4,28.37,1.92,2.33,2.57,1.5,26.8,24.2,2.3,2.2,1.5,0.67,G
29.2,28.3,1.97,2.5,1.73,1.5,26.61,25.33,3.04,3.2,0.75,0.36,O
29.2,28.3,1.97,2.5,1.73,1.5,27.6,28.0,2.4,2.6,0.67,0.67,G
28.22,29.43,2.11,2.0,2.0,1.8,27.2,27.4,3.2,2.6,0.67,0.67,G
28.22,29.43,2.11,2.0,2.0,1.8,29.89,28.55,2.11,2.35,1.11,0.67,O
28.22,29.43,2.11,2.0,2.0,1.8,26.43,27.36,2.86,2.5,0.56,0.56,G
22.2,21.8,2.4,3.0,0.67,0.67,29.48,30.07,2.2,2.02,2.57,1.69,O
22.2,21.8,2.4,3.0,0.67,0.67,29.26,25.44,2.0,2.32,1.27,0.48,O
31.02,32.24,2.62,1.24,5.67,6.5,27.31,24.67,3.23,2.78,0.18,0.12,G
31.02,32.24,2.62,1.24,5.67,6.5,28.5,28.8,2.3,2.0,1.5,0.67,O
31.02,32.24,2.62,1.24,5.67,6.5,30.13,30.69,1.79,1.78,3.88,6.5,G
31.02,32.24,2.62,1.24,5.67,6.5,31.62,30.0,1.42,2.41,3.0,1.9,G
28.32,28.38,2.33,1.85,0.9,1.6,27.31,24.67,3.23,2.78,0.18,0.12,G
28.32,28.38,2.33,1.85,0.9,1.6,24.0,26.7,3.33,3.1,0.09,0.43,G
29.47,30.22,1.97,2.44,1.31,3.5,25.65,25.33,2.65,3.5,0.21,0.0,O
29.47,30.22,1.97,2.44,1.31,3.5,29.2,28.3,1.97,2.5,1.73,1.5,G
29.47,30.22,1.97,2.44,1.31,3.5,30.2,29.8,1.9,2.2,2.33,1.5,G
29.73,28.23,1.8,2.67,1.14,1.0,26.61,25.33,3.04,3.2,0.75,0.36,G
29.73,28.23,1.8,2.67,1.14,1.0,26.11,25.0,3.11,3.6,0.29,0.25,O
29.73,28.23,1.8,2.67,1.14,1.0,28.2,28.79,2.8,2.29,0.67,1.0,G
25.5,27.4,2.96,2.8,0.5,0.5,26.11,25.0,3.11,3.6,0.29,0.25,O
25.5,27.4,2.96,2.8,0.5,0.5,25.8,25.0,2.6,3.6,0.25,0.25,G
29.95,30.07,2.0,2.02,1.44,1.69,24.24,24.5,3.41,3.39,0.13,0.2,O
29.95,30.07,2.0,2.02,1.44,1.69,30.13,29.77,1.79,1.82,3.88,3.0,G
29.95,30.07,2.0,2.02,1.44,1.69,26.68,27.58,3.28,2.62,0.56,1.0,O
29.95,30.07,2.0,2.02,1.44,1.69,25.65,27.2,2.65,2.8,0.21,0.67,O
29.83,27.0,1.91,3.08,1.3,1.17,29.8,27.0,1.7,2.6,2.33,4.0,G
29.83,27.0,1.91,3.08,1.3,1.17,29.48,29.56,2.2,2.11,2.57,2.0,G
29.83,27.0,1.91,3.08,1.3,1.17,29.0,28.52,2.25,2.52,1.22,1.09,G
25.44,26.42,2.32,2.79,0.48,0.9,25.83,25.59,2.83,2.86,0.5,0.38,O
25.44,26.42,2.32,2.79,0.48,0.9,26.0,26.12,2.5,3.25,0.33,0.33,G
25.65,27.2,2.65,2.8,0.21,0.67,26.0,25.33,3.29,3.33,0.4,0.0,O
25.65,27.2,2.65,2.8,0.21,0.67,25.83,25.59,2.83,2.86,0.5,0.38,G
28.8,27.6,1.6,3.0,1.5,1.5,25.83,25.59,2.83,2.86,0.5,0.38,G
28.8,27.6,1.6,3.0,1.5,1.5,25.44,26.42,2.32,2.79,0.48,0.9,O
28.8,27.6,1.6,3.0,1.5,1.5,28.47,26.68,2.16,3.28,0.73,0.56,G
24.97,25.89,3.62,2.22,0.33,0.29,27.0,27.8,3.0,2.4,0.25,0.25,G
26.0,26.12,2.5,3.25,0.33,0.33,27.0,27.8,3.0,2.4,0.25,0.25,O
29.47,28.33,2.12,2.75,1.29,1.0,26.0,26.12,2.5,3.25,0.33,0.33,O
29.47,28.33,2.12,2.75,1.29,1.0,27.2,27.4,3.0,2.2,0.67,0.67,O
29.47,28.33,2.12,2.75,1.29,1.0,28.8,27.6,1.6,3.0,1.5,1.5,G
29.0,28.52,2.25,2.52,1.22,1.09,28.47,26.68,2.16,3.28,0.73,0.56,G
29.0,28.52,2.25,2.52,1.22,1.09,28.98,29.47,2.38,2.18,1.35,1.0,G
29.0,28.52,2.25,2.52,1.22,1.09,29.48,29.56,2.2,2.11,2.57,2.0,G
27.2,27.4,3.0,2.2,0.67,0.67,30.13,29.77,1.79,1.82,3.88,3.0,O
27.2,27.4,3.0,2.2,0.67,0.67,25.83,25.59,2.83,2.86,0.5,0.38,O
25.83,25.59,2.83,2.86,0.5,0.38,27.0,27.8,3.0,2.4,0.25,0.25,G
28.71,31.12,2.21,1.76,1.33,4.0,25.65,27.2,2.65,2.8,0.21,0.67,O
28.71,31.12,2.21,1.76,1.33,4.0,29.95,30.07,2.0,2.02,1.44,1.69,O
28.71,31.12,2.21,1.76,1.33,4.0,29.47,28.33,2.12,2.75,1.29,1.0,G
28.71,31.12,2.21,1.76,1.33,4.0,29.0,28.52,2.25,2.52,1.22,1.09,G
27.6,28.73,3.04,2.8,0.56,1.14,25.65,27.2,2.65,2.8,0.21,0.67,G
27.6,28.73,3.04,2.8,0.56,1.14,28.47,26.68,2.16,3.28,0.73,0.56,G
31.63,31.22,1.7,1.39,14.0,6.71,27.0,27.8,3.0,2.4,0.25,0.25,G
31.63,31.22,1.7,1.39,14.0,6.71,25.44,26.42,2.32,2.79,0.48,0.9,O
31.63,31.22,1.7,1.39,14.0,6.71,29.83,27.0,1.91,3.08,1.3,1.17,G
31.63,31.22,1.7,1.39,14.0,6.71,27.6,28.73,3.04,2.8,0.56,1.14,O
31.63,31.22,1.7,1.39,14.0,6.71,28.71,31.12,2.21,1.76,1.33,4.0,O
30.13,29.77,1.79,1.82,3.88,3.0,24.97,25.89,3.62,2.22,0.33,0.29,O
30.13,29.77,1.79,1.82,3.88,3.0,24.24,24.5,3.41,3.39,0.13,0.2,G
29.8,27.0,1.7,2.6,2.33,4.0,24.97,25.89,3.62,2.22,0.33,0.29,G
29.8,27.0,1.7,2.6,2.33,4.0,26.0,26.12,2.5,3.25,0.33,0.33,O
29.8,27.0,1.7,2.6,2.33,4.0,28.98,29.47,2.38,2.18,1.35,1.0,G
29.8,27.0,1.7,2.6,2.33,4.0,29.47,28.33,2.12,2.75,1.29,1.0,O
29.48,29.56,2.2,2.11,2.57,2.0,28.8,27.6,1.6,3.0,1.5,1.5,G
29.48,29.56,2.2,2.11,2.57,2.0,26.68,27.58,3.28,2.62,0.56,1.0,G
29.48,29.56,2.2,2.11,2.57,2.0,25.44,26.42,2.32,2.79,0.48,0.9,G
31.0,30.57,1.86,2.24,2.5,2.38,27.6,28.73,3.04,2.8,0.56,1.14,G
31.0,30.57,1.86,2.24,2.5,2.38,27.2,27.4,3.0,2.2,0.67,0.67,O
31.0,30.57,1.86,2.24,2.5,2.38,27.6,28.73,3.04,2.8,0.56,1.14,O
28.47,26.68,2.16,3.28,0.73,0.56,26.0,25.33,3.29,3.33,0.4,0.0,G
28.47,26.68,2.16,3.28,0.73,0.56,24.97,25.89,3.62,2.22,0.33,0.29,G
27.0,27.8,3.0,2.4,0.25,0.25,27.2,27.4,3.0,2.2,0.67,0.67,G
28.98,29.47,2.38,2.18,1.35,1.0,26.0,25.33,3.29,3.33,0.4,0.0,G
28.98,29.47,2.38,2.18,1.35,1.0,24.24,24.5,3.41,3.39,0.13,0.2,G
28.98,29.47,2.38,2.18,1.35,1.0,30.13,29.77,1.79,1.82,3.88,3.0,O
29.95,29.13,2.0,2.13,1.44,2.0,29.47,29.9,2.2,2.6,1.5,1.5,O
29.95,29.13,2.0,2.13,1.44,2.0,30.6,30.2,2.0,2.4,1.86,2.33,O
29.95,29.13,2.0,2.13,1.44,2.0,29.0,28.8,2.6,2.4,1.5,1.5,G
25.44,26.42,2.32,2.79,0.48,0.9,28.8,28.52,2.75,2.52,1.86,1.09,O
25.44,26.42,2.32,2.79,0.48,0.9,28.98,29.47,2.38,2.18,1.35,1.0,G
27.4,25.3,2.0,3.1,0.67,0.67,23.0,24.25,3.5,3.0,0.0,0.0,O
26.0,25.0,3.2,2.6,0.67,0.43,25.6,27.2,3.4,2.4,0.25,0.25,G
27.6,27.0,3.2,1.8,0.67,1.5,25.79,27.2,3.21,2.5,0.56,0.43,O
29.68,30.73,2.6,2.0,1.35,2.64,28.56,26.8,1.67,2.6,2.0,1.5,O
29.68,30.73,2.6,2.0,1.35,2.64,25.44,26.42,2.32,2.79,0.48,0.9,G
29.68,30.73,2.6,2.0,1.35,2.64,30.0,29.0,1.8,2.47,1.5,1.11,O
30.6,30.2,2.0,2.4,1.86,2.33,26.6,28.37,3.4,2.33,0.25,1.5,G
29.44,27.4,1.88,3.0,1.78,1.0,30.0,29.0,1.8,2.47,1.5,1.11,O
29.44,27.4,1.88,3.0,1.78,1.0,29.0,28.8,2.6,2.4,1.5,1.5,G
30.13,29.77,1.79,1.82,3.88,3.0,26.0,25.0,3.2,2.6,0.67,0.43,G
30.13,29.77,1.79,1.82,3.88,3.0,29.44,27.4,1.88,3.0,1.78,1.0,G
28.32,27.9,2.33,2.65,0.9,0.82,25.6,27.2,3.4,2.4,0.25,0.25,G
24.97,27.8,3.62,2.2,0.33,0.43,28.8,24.62,1.6,3.38,0.67,0.32,O
24.24,24.5,3.41,3.39,0.13,0.2,27.4,25.3,2.0,3.1,0.67,0.67,G
27.2,29.16,2.8,1.84,1.5,0.9,23.0,24.25,3.5,3.0,0.0,0.0,G
27.2,29.16,2.8,1.84,1.5,0.9,28.98,29.47,2.38,2.18,1.35,1.0,O
28.67,28.2,2.5,2.4,0.8,0.67,26.2,26.2,2.6,2.8,0.67,0.67,O
30.0,29.0,1.8,2.47,1.5,1.11,28.4,28.53,2.0,2.13,1.5,1.5,O
30.0,29.0,1.8,2.47,1.5,1.11,26.33,26.67,3.0,2.67,0.5,0.5,O
29.8,28.2,1.7,2.6,2.33,1.0,28.8,24.62,1.6,3.38,0.67,0.32,O
31.12,31.63,1.76,1.7,4.0,14.0,27.4,25.3,2.0,3.1,0.67,0.67,O
31.12,31.63,1.76,1.7,4.0,14.0,28.98,29.47,2.38,2.18,1.35,1.0,G
31.12,31.63,1.76,1.7,4.0,14.0,29.4,29.4,1.8,2.2,4.0,4.0,G
28.56,26.8,1.67,2.6,2.0,1.5,26.0,25.0,3.2,2.6,0.67,0.43,O
28.56,26.8,1.67,2.6,2.0,1.5,28.8,28.52,2.75,2.52,1.86,1.09,O
27.2,27.67,2.4,2.33,1.5,2.0,26.6,28.37,3.4,2.33,0.25,1.5,O
29.4,29.4,1.8,2.2,4.0,4.0,26.42,26.43,2.53,2.71,0.73,1.0,O
29.4,29.2,1.92,1.97,2.57,1.73,29.41,27.93,1.97,2.93,1.9,0.75,G
29.4,29.2,1.92,1.97,2.57,1.73,29.6,26.1,1.8,2.3,1.5,1.0,G
31.22,30.9,1.39,1.82,6.71,5.25,23.0,24.25,3.5,3.0,0.0,0.0,O
31.22,30.9,1.39,1.82,6.71,5.25,28.56,26.8,1.67,2.6,2.0,1.5,O
31.22,30.9,1.39,1.82,6.71,5.25,26.33,26.67,3.0,2.67,0.5,0.5,G
31.22,30.9,1.39,1.82,6.71,5.25,29.47,29.9,2.2,2.6,1.5,1.5,G
29.47,29.9,2.2,2.6,1.5,1.5,28.4,27.58,1.93,2.92,1.14,0.6,G
30.2,30.07,1.9,2.02,2.33,1.69,25.6,27.2,3.4,2.4,0.25,0.25,O
30.2,30.07,1.9,2.02,2.33,1.69,28.8,28.52,2.75,2.52,1.86,1.09,G
30.2,30.07,1.9,2.02,2.33,1.69,30.6,30.2,2.0,2.4,1.86,2.33,O
25.2,24.8,2.4,3.0,0.67,0.67,25.6,27.2,3.4,2.4,0.25,0.25,G
28.4,27.6,2.2,3.0,0.67,0.67,26.42,26.43,2.53,2.71,0.73,1.0,O
27.0,27.37,3.0,2.89,0.67,0.46,26.42,26.43,2.53,2.71,0.73,1.0,G
27.0,27.37,3.0,2.89,0.67,0.46,24.24,24.5,3.41,3.39,0.13,0.2,G
25.79,27.2,3.21,2.5,0.56,0.43,24.24,24.5,3.41,3.39,0.13,0.2,O
