P1 Avg. Speak,P2 Avg. Speak,P1 Avg. Rank,P2 Avg. Rank,P1 W:L,P2 W:L,P3 Avg. Speak,P4 Avg. Speak,P3 Avg. Rank,P4 Avg. Rank,P3 W:L,P4 W:L,Winner G/O
29.68,30.6,2.6,2.0,1.35,1.86,26.0,24.88,3.0,3.56,0.0,0.23,G
29.68,30.6,2.6,2.0,1.35,1.86,28.4,29.47,2.8,2.2,0.67,1.5,O
31.2,30.2,1.63,2.4,3.29,2.33,27.0,28.2,3.2,2.4,0.67,0.67,O
31.2,30.2,1.63,2.4,3.29,2.33,27.93,27.6,2.87,2.7,0.15,0.25,G
31.2,30.2,1.63,2.4,3.29,2.33,29.59,29.8,2.24,3.2,1.83,1.5,G
31.2,30.2,1.63,2.4,3.29,2.33,29.6,30.44,2.5,1.87,1.5,2.9,O
29.2,29.93,2.6,2.07,1.0,1.14,28.64,28.0,2.32,2.67,0.83,1.0,G
29.2,29.93,2.6,2.07,1.0,1.14,30.0,29.21,2.41,2.57,1.9,0.75,O
29.2,29.93,2.6,2.07,1.0,1.14,30.33,29.9,1.93,2.6,1.5,1.5,O
28.1,27.5,2.4,2.7,1.0,1.0,28.4,24.8,2.0,2.6,0.67,0.25,O
28.1,27.5,2.4,2.7,1.0,1.0,25.79,26.89,3.21,2.33,0.56,0.29,G
31.62,30.73,1.42,2.0,3.0,2.64,26.0,24.88,3.0,3.56,0.0,0.23,O
31.62,30.73,1.42,2.0,3.0,2.64,27.33,28.33,3.33,2.33,0.5,0.5,G
31.62,30.73,1.42,2.0,3.0,2.64,29.6,30.44,2.5,1.87,1.5,2.9,G
31.62,30.73,1.42,2.0,3.0,2.64,28.1,27.5,2.4,2.7,1.0,1.0,O
28.6,29.55,3.6,1.83,0.67,1.64,28.2,27.37,3.2,2.89,0.25,0.46,G
28.6,29.55,3.6,1.83,0.67,1.64,30.65,29.25,1.88,3.0,2.4,0.33,G
28.4,24.8,2.0,2.6,0.67,0.25,27.93,27.6,2.87,2.7,0.15,0.25,O
28.4,24.8,2.0,2.6,0.67,0.25,26.0,24.88,3.0,3.56,0.0,0.23,G
30.0,29.21,2.41,2.57,1.9,0.75,28.64,28.0,2.32,2.67,0.83,1.0,G
30.0,29.21,2.41,2.57,1.9,0.75,28.2,27.37,3.2,2.89,0.25,0.46,G
29.59,29.8,2.24,3.2,1.83,1.5,25.79,26.89,3.21,2.33,0.56,0.29,O
29.59,29.8,2.24,3.2,1.83,1.5,28.1,27.5,2.4,2.7,1.0,1.0,G
29.59,29.8,2.24,3.2,1.83,1.5,30.0,29.21,2.41,2.57,1.9,0.75,G
28.4,29.47,2.8,2.2,0.67,1.5,29.2,29.93,2.6,2.07,1.0,1.14,G
28.4,29.47,2.8,2.2,0.67,1.5,25.79,26.89,3.21,2.33,0.56,0.29,O
30.33,29.9,1.93,2.6,1.5,1.5,28.1,27.5,2.4,2.7,1.0,1.0,O
30.33,29.9,1.93,2.6,1.5,1.5,31.2,30.2,1.63,2.4,3.29,2.33,O
30.33,29.9,1.93,2.6,1.5,1.5,27.0,28.2,3.2,2.4,0.67,0.67,O
28.64,28.0,2.32,2.67,0.83,1.0,28.4,24.8,2.0,2.6,0.67,0.25,G
28.64,28.0,2.32,2.67,0.83,1.0,27.33,28.33,3.33,2.33,0.5,0.5,O
28.64,28.0,2.32,2.67,0.83,1.0,28.6,29.55,3.6,1.83,0.67,1.64,G
28.2,27.37,3.2,2.89,0.25,0.46,27.93,27.6,2.87,2.7,0.15,0.25,O
25.79,26.89,3.21,2.33,0.56,0.29,27.0,28.2,3.2,2.4,0.67,0.67,O
31.02,32.24,2.62,1.24,5.67,6.5,28.2,27.37,3.2,2.89,0.25,0.46,O
31.02,32.24,2.62,1.24,5.67,6.5,30.0,29.21,2.41,2.57,1.9,0.75,G
31.02,32.24,2.62,1.24,5.67,6.5,29.5,28.53,2.45,3.37,1.86,0.58,O
31.02,32.24,2.62,1.24,5.67,6.5,31.62,30.73,1.42,2.0,3.0,2.64,G
27.0,28.2,3.2,2.4,0.67,0.67,28.2,27.37,3.2,2.89,0.25,0.46,O
27.0,28.2,3.2,2.4,0.67,0.67,26.0,24.88,3.0,3.56,0.0,0.23,O
23.2,27.0,3.8,1.8,4.0,1.5,25.6,26.2,2.8,1.8,1.5,1.5,G
23.2,27.0,3.8,1.8,4.0,1.5,22.8,22.8,2.6,2.4,0.67,0.67,O
23.2,27.0,3.8,1.8,4.0,1.5,27.0,27.89,1.8,2.11,4.0,2.0,O
23.2,27.0,3.8,1.8,4.0,1.5,26.15,27.44,2.31,2.33,1.6,1.25,G
25.2,25.7,3.2,2.6,0.43,0.43,20.5,20.5,3.5,3.5,0.0,0.0,O
25.2,25.7,3.2,2.6,0.43,0.43,23.2,23.0,3.0,2.5,0.67,0.25,G
25.0,25.3,2.0,3.1,0.67,0.67,26.5,22.0,2.0,3.25,0.33,0.33,O
25.0,25.3,2.0,3.1,0.67,0.67,22.8,22.8,2.6,2.4,0.67,0.67,G
25.0,21.4,2.6,4.0,0.43,0.25,24.2,26.61,2.4,3.04,0.67,0.75,O
25.0,25.6,1.8,1.8,4.0,4.0,27.1,26.0,2.5,2.7,0.67,1.0,O
25.0,25.6,1.8,1.8,4.0,4.0,24.4,24.2,2.6,3.6,0.67,0.67,G
25.0,25.6,1.8,1.8,4.0,4.0,26.3,24.8,2.1,3.0,1.0,1.5,G
25.0,25.6,1.8,1.8,4.0,4.0,24.4,23.2,1.6,3.2,1.5,1.5,G
26.15,27.44,2.31,2.33,1.6,1.25,24.8,24.23,2.2,3.08,1.5,0.44,G
26.15,27.44,2.31,2.33,1.6,1.25,23.0,24.6,3.8,2.2,0.67,0.67,O
26.15,27.44,2.31,2.33,1.6,1.25,24.2,26.61,2.4,3.04,0.67,0.75,G
24.6,25.6,2.6,2.0,1.5,1.5,23.0,24.8,2.6,3.1,0.67,0.43,G
24.6,25.6,2.6,2.0,1.5,1.5,25.0,21.4,2.6,4.0,0.43,0.25,O
24.6,25.6,2.6,2.0,1.5,1.5,23.2,23.0,3.0,2.5,0.67,0.25,O
26.8,27.0,1.6,1.4,5,5,25.2,25.7,3.2,2.6,0.43,0.43,O
26.8,27.0,1.6,1.4,5,5,23.2,23.0,3.0,2.5,0.67,0.25,O
26.8,27.0,1.6,1.4,5,5,26.3,24.8,2.1,3.0,1.0,1.5,G
26.8,27.0,1.6,1.4,5,5,23.0,24.8,2.6,3.1,0.67,0.43,G
26.8,27.0,1.6,1.4,5,5,29.26,28.52,2.0,2.68,1.27,1.5,O
24.4,23.2,1.6,3.2,1.5,1.5,25.4,25.2,2.8,2.5,0.67,1.5,G
24.4,23.2,1.6,3.2,1.5,1.5,25.33,25.0,3.2,2.0,0.36,0.67,G
24.4,23.2,1.6,3.2,1.5,1.5,25.2,25.7,3.2,2.6,0.43,0.43,G
25.6,26.2,2.8,1.8,1.5,1.5,26.5,22.0,2.0,3.25,0.33,0.33,G
25.6,26.2,2.8,1.8,1.5,1.5,22.0,22.0,3.0,3.0,0.33,0.33,O
25.6,26.2,2.8,1.8,1.5,1.5,23.0,24.8,2.6,3.1,0.67,0.43,O
22.8,22.8,2.6,2.4,0.67,0.67,25.33,25.0,3.2,2.0,0.36,0.67,O
22.8,22.8,2.6,2.4,0.67,0.67,25.0,21.4,2.6,4.0,0.43,0.25,O
27.0,27.89,1.8,2.11,4.0,2.0,25.4,28.37,3.0,2.33,1.5,1.5,O
27.0,27.89,1.8,2.11,4.0,2.0,28.22,29.43,2.11,2.0,2.0,1.8,G
27.0,27.89,1.8,2.11,4.0,2.0,24.6,25.6,2.6,2.0,1.5,1.5,O
27.0,27.89,1.8,2.11,4.0,2.0,21.4,21.2,3.0,2.8,0.67,0.67,O
25.8,26.5,2.4,2.2,1.5,1.0,27.1,26.0,2.5,2.7,0.67,1.0,G
25.8,26.5,2.4,2.2,1.5,1.0,25.0,21.4,2.6,4.0,0.43,0.25,O
25.8,26.5,2.4,2.2,1.5,1.0,23.0,24.6,3.8,2.2,0.67,0.67,G
25.25,25.5,2.75,2.5,0.33,0.33,22.0,22.0,3.0,3.0,0.33,0.33,G
23.0,24.6,3.8,2.2,0.67,0.67,25.0,25.6,1.8,1.8,4.0,4.0,G
23.0,24.6,3.8,2.2,0.67,0.67,25.4,28.37,3.0,2.33,1.5,1.5,O
22.0,22.0,3.0,3.0,0.33,0.33,20.5,20.5,3.5,3.5,0.0,0.0,G
23.0,24.8,2.6,3.1,0.67,0.43,23.75,23.75,2.75,3.75,0.0,0.0,G
23.0,24.8,2.6,3.1,0.67,0.43,22.8,22.8,2.6,2.4,0.67,0.67,O
25.33,25.0,3.2,2.0,0.36,0.67,25.25,25.5,2.75,2.5,0.33,0.33,O
25.33,25.0,3.2,2.0,0.36,0.67,23.75,23.75,2.75,3.75,0.0,0.0,O
21.4,21.2,3.0,2.8,0.67,0.67,20.5,20.5,3.5,3.5,0.0,0.0,O
21.4,21.2,3.0,2.8,0.67,0.67,27.1,26.0,2.5,2.7,0.67,1.0,O
24.4,24.2,2.6,3.6,0.67,0.67,25.0,25.3,2.0,3.1,0.67,0.67,G
24.4,24.2,2.6,3.6,0.67,0.67,25.25,25.5,2.75,2.5,0.33,0.33,G
24.2,26.61,2.4,3.04,0.67,0.75,25.4,25.2,2.8,2.5,0.67,1.5,O
24.2,26.61,2.4,3.04,0.67,0.75,24.8,24.23,2.2,3.08,1.5,0.44,G
26.5,22.0,2.0,3.25,0.33,0.33,23.75,23.75,2.75,3.75,0.0,0.0,G
23.2,23.0,3.0,2.5,0.67,0.25,21.4,21.2,3.0,2.8,0.67,0.67,O
23.2,23.0,3.0,2.5,0.67,0.25,25.0,21.4,2.6,4.0,0.43,0.25,G
25.4,25.2,2.8,2.5,0.67,1.5,25.25,25.5,2.75,2.5,0.33,0.33,G
25.4,25.2,2.8,2.5,0.67,1.5,25.33,25.0,3.2,2.0,0.36,0.67,O
25.4,25.2,2.8,2.5,0.67,1.5,25.2,25.7,3.2,2.6,0.43,0.43,O
27.1,26.0,2.5,2.7,0.67,1.0,23.75,23.75,2.75,3.75,0.0,0.0,O
27.1,26.0,2.5,2.7,0.67,1.0,26.5,22.0,2.0,3.25,0.33,0.33,G
28.22,29.43,2.11,2.0,2.0,1.8,26.15,27.44,2.31,2.33,1.6,1.25,G
28.22,29.43,2.11,2.0,2.0,1.8,25.6,26.2,2.8,1.8,1.5,1.5,O
28.22,29.43,2.11,2.0,2.0,1.8,25.8,26.5,2.4,2.2,1.5,1.0,G
26.3,24.8,2.1,3.0,1.0,1.5,25.0,25.3,2.0,3.1,0.67,0.67,O
26.3,24.8,2.1,3.0,1.0,1.5,24.4,23.2,1.6,3.2,1.5,1.5,G
26.3,24.8,2.1,3.0,1.0,1.5,23.0,24.6,3.8,2.2,0.67,0.67,G
25.4,28.37,3.0,2.33,1.5,1.5,21.4,21.2,3.0,2.8,0.67,0.67,O
25.4,28.37,3.0,2.33,1.5,1.5,20.5,20.5,3.5,3.5,0.0,0.0,G
25.4,28.37,3.0,2.33,1.5,1.5,24.2,26.61,2.4,3.04,0.67,0.75,O
24.8,24.23,2.2,3.08,1.5,0.44,22.0,22.0,3.0,3.0,0.33,0.33,G
24.8,24.23,2.2,3.08,1.5,0.44,24.4,24.2,2.6,3.6,0.67,0.67,O
24.8,24.23,2.2,3.08,1.5,0.44,25.0,25.3,2.0,3.1,0.67,0.67,G
29.26,28.52,2.0,2.68,1.27,1.5,24.4,24.2,2.6,3.6,0.67,0.67,G
29.26,28.52,2.0,2.68,1.27,1.5,25.8,26.5,2.4,2.2,1.5,1.0,G
29.26,28.52,2.0,2.68,1.27,1.5,24.6,25.6,2.6,2.0,1.5,1.5,O
29.26,28.52,2.0,2.68,1.27,1.5,23.2,27.0,3.8,1.8,4.0,1.5,O
27.79,28.04,2.05,2.0,1.11,0.92,26.57,26.6,3.0,2.6,0.56,0.25,O
27.79,28.04,2.05,2.0,1.11,0.92,30.0,29.0,1.8,2.47,1.5,1.11,O
27.79,28.04,2.05,2.0,1.11,0.92,27.6,30.79,2.53,1.97,1.14,2.62,G
29.83,27.0,1.91,3.08,1.3,1.17,29.0,28.8,2.6,2.4,1.5,1.5,G
29.83,27.0,1.91,3.08,1.3,1.17,30.05,29.4,1.75,2.2,1.86,4.0,G
25.44,26.61,2.32,3.04,0.48,0.75,26.5,29.6,3.25,3.0,0.2,1.5,O
29.95,30.07,2.0,2.02,1.44,1.69,30.0,29.0,1.8,2.47,1.5,1.11,O
29.95,30.07,2.0,2.02,1.44,1.69,30.13,28.79,1.87,2.07,2.0,2.22,G
29.95,30.07,2.0,2.02,1.44,1.69,30.2,30.0,1.9,1.8,2.33,2.33,O
30.13,28.79,1.87,2.07,2.0,2.22,26.5,29.6,3.25,3.0,0.2,1.5,G
30.13,28.79,1.87,2.07,2.0,2.22,27.79,28.04,2.05,2.0,1.11,0.92,O
30.13,28.79,1.87,2.07,2.0,2.22,28.71,31.12,2.21,1.76,1.33,4.0,G
30.2,30.0,1.9,1.8,2.33,2.33,28.71,31.12,2.21,1.76,1.33,4.0,O
30.2,30.0,1.9,1.8,2.33,2.33,27.79,28.04,2.05,2.0,1.11,0.92,G
30.05,29.4,1.75,2.2,1.86,4.0,25.44,26.61,2.32,3.04,0.48,0.75,G
30.05,29.4,1.75,2.2,1.86,4.0,24.62,28.36,3.38,2.84,0.32,0.92,G
30.05,29.4,1.75,2.2,1.86,4.0,26.57,26.6,3.0,2.6,0.56,0.25,O
29.0,29.6,2.8,1.8,1.5,0.67,28.83,29.6,2.28,1.6,1.42,1.5,G
29.0,29.6,2.8,1.8,1.5,0.67,30.0,29.0,1.8,2.47,1.5,1.11,G
26.57,26.6,3.0,2.6,0.56,0.25,26.5,29.6,3.25,3.0,0.2,1.5,G
27.6,30.79,2.53,1.97,1.14,2.62,30.05,29.4,1.75,2.2,1.86,4.0,O
27.6,30.79,2.53,1.97,1.14,2.62,29.0,29.6,2.8,1.8,1.5,0.67,O
27.6,30.79,2.53,1.97,1.14,2.62,30.13,28.79,1.87,2.07,2.0,2.22,G
30.0,29.0,1.8,2.47,1.5,1.11,24.62,28.36,3.38,2.84,0.32,0.92,O
30.0,29.0,1.8,2.47,1.5,1.11,25.44,26.61,2.32,3.04,0.48,0.75,O
26.0,29.11,3.0,2.58,0.0,1.11,25.2,25.3,3.2,3.1,0.43,0.67,G
28.6,26.61,3.2,3.04,0.25,0.75,25.2,25.3,3.2,3.1,0.43,0.67,G
28.23,32.2,2.67,1.2,1.0,4.0,28.67,25.75,1.89,3.25,1.0,0.33,O
28.23,32.2,2.67,1.2,1.0,4.0,28.6,29.4,2.6,2.07,0.67,1.5,G
28.67,29.2,1.89,3.0,1.0,1.5,29.83,27.0,1.91,3.08,1.3,1.17,G
28.67,29.2,1.89,3.0,1.0,1.5,28.6,26.61,3.2,3.04,0.25,0.75,G
28.6,29.4,2.6,2.07,0.67,1.5,28.6,26.61,3.2,3.04,0.25,0.75,O
28.6,29.4,2.6,2.07,0.67,1.5,26.89,27.37,2.33,2.89,0.29,0.46,O
30.4,28.71,2.6,1.93,1.5,1.8,27.37,27.37,2.89,2.89,0.46,0.46,G
30.4,28.71,2.6,1.93,1.5,1.8,28.21,24.2,2.32,2.2,1.11,0.67,O
31.0,31.8,1.78,1.3,2.0,4.0,28.2,29.21,2.4,2.57,0.67,0.75,O
31.0,31.8,1.78,1.3,2.0,4.0,28.21,24.2,2.32,2.2,1.11,0.67,G
26.6,29.6,2.6,2.6,1.5,1.5,27.37,27.37,2.89,2.89,0.46,0.46,O
28.21,24.2,2.32,2.2,1.11,0.67,27.07,25.8,2.86,2.6,1.0,1.5,O
29.47,24.8,2.2,2.6,1.5,0.25,27.07,25.8,2.86,2.6,1.0,1.5,O
28.2,29.21,2.4,2.57,0.67,0.75,27.37,27.37,2.89,2.89,0.46,0.46,O
28.6,29.9,3.6,2.6,0.67,1.5,27.37,27.37,2.89,2.89,0.46,0.46,O
29.55,30.0,1.83,2.41,1.64,1.9,30.4,28.71,2.6,1.93,1.5,1.8,G
29.55,30.0,1.83,2.41,1.64,1.9,28.2,29.21,2.4,2.57,0.67,0.75,O
26.8,31.62,2.3,1.42,1.5,3.0,27.07,25.8,2.86,2.6,1.0,1.5,G
26.8,31.62,2.3,1.42,1.5,3.0,29.55,30.0,1.83,2.41,1.64,1.9,O
27.37,27.37,2.89,2.89,0.46,0.46,27.07,25.8,2.86,2.6,1.0,1.5,O
25.79,25.75,3.21,3.25,0.56,0.33,27.07,25.8,2.86,2.6,1.0,1.5,G
28.25,27.67,2.0,2.22,3.0,0.8,28.38,26.75,1.85,2.0,1.6,3.0,O
28.25,27.67,2.0,2.22,3.0,0.8,31.12,30.4,1.76,1.8,4.0,1.5,O
31.0,30.57,1.86,2.24,2.5,2.38,30.53,29.9,2.11,2.6,1.71,2.33,O
25.6,27.4,3.6,2.3,0.0,0.43,25.25,26.1,3.0,2.3,0.33,1.0,G
23.75,28.2,3.5,2.0,0.0,0.25,29.0,28.33,2.0,2.75,1.5,1.0,O
28.25,26.7,3.0,3.1,0.33,0.43,24.71,25.14,3.43,3.36,0.27,0.17,O
24.4,28.13,3.2,2.8,0.67,1.5,24.71,25.14,3.43,3.36,0.27,0.17,G
29.0,28.33,2.0,2.75,1.5,1.0,28.98,28.52,2.38,2.52,1.35,1.09,G
29.0,28.33,2.0,2.75,1.5,1.0,25.6,27.4,3.6,2.3,0.0,0.43,O
27.33,25.33,3.47,3.67,0.36,0.29,24.71,25.14,3.43,3.36,0.27,0.17,O
29.56,30.86,2.38,1.61,1.0,2.5,25.0,25.4,2.6,2.8,0.67,0.67,G
29.56,30.86,2.38,1.61,1.0,2.5,30.2,29.89,1.9,2.11,2.33,1.11,G
27.6,28.83,2.53,2.28,1.14,1.42,30.2,29.89,1.9,2.11,2.33,1.11,G
27.6,28.83,2.53,2.28,1.14,1.42,25.6,27.4,3.6,2.3,0.0,0.43,O
25.25,26.1,3.0,2.3,0.33,1.0,25.0,25.4,2.6,2.8,0.67,0.67,O
29.71,30.42,2.17,1.84,2.0,2.8,28.38,26.75,1.85,2.0,1.6,3.0,G
29.71,30.42,2.17,1.84,2.0,2.8,30.53,29.9,2.11,2.6,1.71,2.33,G
28.98,28.52,2.38,2.52,1.35,1.09,25.6,27.4,3.6,2.3,0.0,0.43,G
29.47,31.8,1.97,1.8,1.31,1.5,28.25,26.7,3.0,3.1,0.33,0.43,O
29.47,31.8,1.97,1.8,1.31,1.5,29.0,28.33,2.0,2.75,1.5,1.0,G
28.38,26.75,1.85,2.0,1.6,3.0,24.4,28.13,3.2,2.8,0.67,1.5,G
28.38,26.75,1.85,2.0,1.6,3.0,28.25,26.7,3.0,3.1,0.33,0.43,O
30.0,31.47,1.96,1.6,1.5,4.0,28.25,26.7,3.0,3.1,0.33,0.43,G
30.0,31.47,1.96,1.6,1.5,4.0,28.98,28.52,2.38,2.52,1.35,1.09,G
31.12,30.4,1.76,1.8,4.0,1.5,24.71,25.14,3.43,3.36,0.27,0.17,G
31.12,30.4,1.76,1.8,4.0,1.5,29.71,30.42,2.17,1.84,2.0,2.8,O
31.12,30.4,1.76,1.8,4.0,1.5,31.02,32.24,2.62,1.24,5.67,6.5,O
30.53,29.9,2.11,2.6,1.71,2.33,28.79,29.8,2.29,2.4,1.0,1.5,G
